time_window,attack_probability,attack_ratio,attack_stage,stage_confidence,actual_is_attack,actual_attack_ratio,actual_attack_stage
2018-02-14 01:01:40,0.0015838418621569872,0.046403903514146805,Benign,0.9988999366760254,0,0.0,Benign
2018-02-14 01:01:45,0.0015387909952551126,0.046795886009931564,Benign,0.9989401698112488,0,0.0,Benign
2018-02-14 01:01:50,0.0015144366770982742,0.04633292928338051,Benign,0.9989533424377441,0,0.0,Benign
2018-02-14 01:01:55,0.0015770362224429846,0.047577012330293655,Benign,0.9989333748817444,0,0.0,Benign
2018-02-14 01:02:00,0.0015734671615064144,0.04775775969028473,Benign,0.9989126920700073,0,0.0,Benign
2018-02-14 01:02:05,0.0016171070747077465,0.04828840494155884,Benign,0.9988901019096375,0,0.0,Benign
2018-02-14 01:02:10,0.0016481736674904823,0.04742296785116196,Benign,0.9988717436790466,0,0.0,Benign
2018-02-14 01:02:15,0.0016369979130104184,0.045861922204494476,Benign,0.9988611936569214,0,0.0,Benign
2018-02-14 01:02:20,0.0016511522699147463,0.04558376967906952,Benign,0.9988131523132324,0,0.0,Benign
2018-02-14 01:02:25,0.0016757746925577521,0.0461595393717289,Benign,0.9987564086914062,0,0.0,Benign
2018-02-14 01:02:30,0.0017540933331474662,0.04621138051152229,Benign,0.9986866116523743,0,0.0,Benign
2018-02-14 01:02:35,0.0017806056421250105,0.044696129858493805,Benign,0.9986801743507385,0,0.0,Benign
2018-02-14 01:02:40,0.0018365313299000263,0.044999703764915466,Benign,0.9986308217048645,0,0.0,Benign
2018-02-14 01:02:45,0.001994938589632511,0.0452812984585762,Benign,0.9985135197639465,0,0.0,Benign
2018-02-14 01:02:50,0.0020790372509509325,0.04675934463739395,Benign,0.9984803795814514,0,0.0,Benign
2018-02-14 01:02:55,0.001978493295609951,0.045120641589164734,Benign,0.9985690116882324,0,0.0,Benign
2018-02-14 01:03:00,0.0020088101737201214,0.04633723571896553,Benign,0.9985837936401367,0,0.0,Benign
2018-02-14 01:03:05,0.0019594698678702116,0.044541336596012115,Benign,0.9986844658851624,0,0.0,Benign
2018-02-14 01:03:10,0.002056647324934602,0.04498986154794693,Benign,0.9986090064048767,0,0.0,Benign
2018-02-14 01:03:15,0.002376462332904339,0.04540824517607689,Benign,0.998363196849823,0,0.0,Benign
2018-02-14 01:03:20,0.002950728638097644,0.047491077333688736,Benign,0.997923731803894,0,0.0,Benign
2018-02-14 01:03:25,0.0038181995041668415,0.05130515247583389,Benign,0.9973238706588745,0,0.0,Benign
2018-02-14 01:03:30,0.004892646335065365,0.056697458028793335,Benign,0.9965536594390869,0,0.0,Benign
2018-02-14 01:03:35,0.006870587356388569,0.06773383915424347,Benign,0.9950207471847534,0,0.0,Benign
2018-02-14 01:03:40,0.008462405763566494,0.07609779387712479,Benign,0.9936553239822388,0,0.0,Benign
2018-02-14 01:03:45,0.010132147930562496,0.08455459773540497,Benign,0.9920427203178406,0,0.0,Benign
2018-02-14 01:03:50,0.011348492465913296,0.09043091535568237,Benign,0.9907543659210205,0,0.0,Benign
2018-02-14 01:03:55,0.013184450566768646,0.09995438158512115,Benign,0.9890748858451843,0,0.0,Benign
2018-02-14 01:04:00,0.016006233170628548,0.1126563623547554,Benign,0.9867337942123413,0,0.0,Benign
2018-02-14 01:04:05,0.014275658875703812,0.1089174896478653,Benign,0.9883395433425903,0,0.0,Benign
2018-02-14 01:04:10,0.009983495809137821,0.09622698277235031,Benign,0.9922767281532288,0,0.0,Benign
2018-02-14 01:04:15,0.006979769561439753,0.08227787166833878,Benign,0.9948179125785828,0,0.0,Benign
2018-02-14 01:04:20,0.00756217772141099,0.08368479460477829,Benign,0.9946786165237427,0,0.0,Benign
2018-02-14 01:04:25,0.005837713368237019,0.06972450017929077,Benign,0.9960330128669739,0,0.0,Benign
2018-02-14 01:04:30,0.005731271114200354,0.06890541315078735,Benign,0.9961728453636169,0,0.0,Benign
2018-02-14 01:04:35,0.005438235588371754,0.06458311527967453,Benign,0.9963377714157104,0,0.0,Benign
2018-02-14 01:04:40,0.006341483909636736,0.06574461609125137,Benign,0.9957454800605774,0,0.0,Benign
2018-02-14 01:04:45,0.005540513899177313,0.0617961622774601,Benign,0.9964312314987183,0,0.0,Benign
2018-02-14 01:04:50,0.005222146864980459,0.06119556352496147,Benign,0.9966487288475037,0,0.0,Benign
2018-02-14 01:04:55,0.00445973128080368,0.057914040982723236,Benign,0.9971938133239746,0,0.0,Benign
2018-02-14 01:05:00,0.004294367041438818,0.05711931362748146,Benign,0.997269332408905,0,0.0,Benign
2018-02-14 01:05:05,0.0040939366444945335,0.05557530000805855,Benign,0.9973835349082947,0,0.0,Benign
2018-02-14 01:05:10,0.00432731444016099,0.055510539561510086,Benign,0.9972591400146484,0,0.0,Benign
2018-02-14 01:05:15,0.004484008066356182,0.05775212496519089,Benign,0.9972422122955322,0,0.0,Benign
2018-02-14 01:05:20,0.004396848846226931,0.056991685181856155,Benign,0.9972841739654541,0,0.0,Benign
2018-02-14 01:05:25,0.0044256942346692085,0.05601279065012932,Benign,0.9972877502441406,0,0.0,Benign
2018-02-14 01:05:30,0.004303380381315947,0.055000875145196915,Benign,0.9974172115325928,0,0.0,Benign
2018-02-14 01:05:35,0.004519320093095303,0.05714245140552521,Benign,0.9972881078720093,0,0.0,Benign
2018-02-14 01:05:40,0.0042745755054056644,0.057566262781620026,Benign,0.9973922967910767,0,0.0,Benign
2018-02-14 01:05:45,0.004383919760584831,0.05651427060365677,Benign,0.9973352551460266,0,0.0,Benign
2018-02-14 01:05:50,0.004971384536474943,0.05821443721652031,Benign,0.9969707727432251,0,0.0,Benign
2018-02-14 01:05:55,0.0052685667760670185,0.0598972886800766,Benign,0.9967880249023438,0,0.0,Benign
2018-02-14 01:06:00,0.006907454691827297,0.06577637046575546,Benign,0.9957751631736755,0,0.0,Benign
2018-02-14 01:06:05,0.007539872545748949,0.06788270175457001,Benign,0.9953829646110535,0,0.0,Benign
2018-02-14 01:06:10,0.00905565731227398,0.07299884408712387,Benign,0.9944568872451782,0,0.0,Benign
2018-02-14 01:06:15,0.009770059958100319,0.07791537791490555,Benign,0.9941148161888123,0,0.0,Benign
2018-02-14 01:06:20,0.009630982764065266,0.07848451286554337,Benign,0.994208812713623,0,0.0,Benign
2018-02-14 01:06:25,0.0112218726426363,0.08082617819309235,Benign,0.9931942224502563,0,0.0,Benign
2018-02-14 01:06:30,0.01381039060652256,0.08309917896986008,Benign,0.9918307662010193,0,0.0,Benign
2018-02-14 01:06:35,0.017650902271270752,0.08714008331298828,Benign,0.9897768497467041,0,0.0,Benign
2018-02-14 01:06:40,0.020896337926387787,0.09029577672481537,Benign,0.9878280162811279,0,0.0,Benign
2018-02-14 01:06:45,0.02294408716261387,0.09236632287502289,Benign,0.9866320490837097,0,0.0,Benign
2018-02-14 01:06:50,0.02128201723098755,0.09152740985155106,Benign,0.9875380992889404,0,0.0,Benign
2018-02-14 01:06:55,0.024342892691493034,0.0956486389040947,Benign,0.9858942031860352,0,0.0,Benign
2018-02-14 01:07:00,0.025932297110557556,0.1002376526594162,Benign,0.9848923683166504,0,0.0,Benign
2018-02-14 01:07:05,0.03151613473892212,0.1091039851307869,Benign,0.981656014919281,0,0.0,Benign
2018-02-14 01:07:10,0.037070382386446,0.11286196857690811,Benign,0.9789248704910278,0,0.0,Benign
2018-02-14 01:07:15,0.04918482154607773,0.12347204983234406,Benign,0.9722651243209839,0,0.0,Benign
2018-02-14 01:07:20,0.059706106781959534,0.13265107572078705,Benign,0.9662529230117798,0,0.0,Benign
2018-02-14 01:07:25,0.059945251792669296,0.1302945762872696,Benign,0.9664930701255798,0,0.0,Benign
2018-02-14 01:07:30,0.06158457323908806,0.12774014472961426,Benign,0.9667548537254333,0,0.0,Benign
2018-02-14 01:07:35,0.07064953446388245,0.12860910594463348,Benign,0.9627333879470825,0,0.0,Benign
2018-02-14 01:07:40,0.06337479501962662,0.12438929080963135,Benign,0.9664444327354431,0,0.0,Benign
2018-02-14 01:07:45,0.05991395562887192,0.12181288748979568,Benign,0.9681521058082581,0,0.0,Benign
2018-02-14 01:07:50,0.05300137773156166,0.1200069934129715,Benign,0.9715073108673096,0,0.0,Benign
2018-02-14 01:07:55,0.05928076058626175,0.1284148097038269,Benign,0.9670475721359253,0,0.0,Benign
2018-02-14 01:08:00,0.060351092368364334,0.1282859742641449,Benign,0.967427670955658,0,0.0,Benign
2018-02-14 01:08:05,0.04241849482059479,0.1104200929403305,Benign,0.9778384566307068,0,0.0,Benign
2018-02-14 01:08:10,0.02990799956023693,0.0990295559167862,Benign,0.9843356609344482,0,0.0,Benign
2018-02-14 01:08:15,0.01679714024066925,0.08307158201932907,Benign,0.9908698201179504,0,0.0,Benign
2018-02-14 01:08:20,0.012258895672857761,0.07144265621900558,Benign,0.9932636022567749,0,0.0,Benign
2018-02-14 01:08:25,0.010392830707132816,0.06504099071025848,Benign,0.9942440390586853,0,0.0,Benign
2018-02-14 01:08:30,0.009286236017942429,0.062011927366256714,Benign,0.9948132038116455,0,0.0,Benign
2018-02-14 01:08:35,0.008344899863004684,0.06098651885986328,Benign,0.9952185750007629,0,0.0,Benign
2018-02-14 01:08:40,0.007440663408488035,0.06122969463467598,Benign,0.9956297874450684,0,0.0,Benign
2018-02-14 01:08:45,0.005983182229101658,0.05684252828359604,Benign,0.9964679479598999,0,0.0,Benign
2018-02-14 01:08:50,0.005079148802906275,0.05354004353284836,Benign,0.9969993829727173,0,0.0,Benign
2018-02-14 01:08:55,0.004683361854404211,0.05200057476758957,Benign,0.9972273707389832,0,0.0,Benign
2018-02-14 01:09:00,0.004972415044903755,0.05316485837101936,Benign,0.997097373008728,0,0.0,Benign
2018-02-14 01:09:05,0.005243734456598759,0.055087994784116745,Benign,0.9969648718833923,0,0.0,Benign
2018-02-14 01:09:10,0.005497842561453581,0.05620885267853737,Benign,0.9968584775924683,0,0.0,Benign
2018-02-14 01:09:15,0.005317867733538151,0.05743011087179184,Benign,0.997001588344574,0,0.0,Benign
2018-02-14 01:09:20,0.004768835846334696,0.05761165916919708,Benign,0.997266411781311,0,0.0,Benign
2018-02-14 01:09:25,0.004156508017331362,0.05566227063536644,Benign,0.9975685477256775,0,0.0,Benign
2018-02-14 01:09:30,0.004229333251714706,0.05657976493239403,Benign,0.9974517226219177,0,0.0,Benign
2018-02-14 01:09:35,0.004709172528237104,0.059242505580186844,Benign,0.9971697926521301,0,0.0,Benign
2018-02-14 01:09:40,0.0037032291293144226,0.05587960407137871,Benign,0.9977596998214722,0,0.0,Benign
2018-02-14 01:09:45,0.003212942276149988,0.05531814321875572,Benign,0.9980047345161438,0,0.0,Benign
2018-02-14 01:09:50,0.002959365723654628,0.05396900698542595,Benign,0.998187243938446,0,0.0,Benign
2018-02-14 01:09:55,0.0029534921050071716,0.05303423851728439,Benign,0.9981745481491089,0,0.0,Benign
2018-02-14 01:10:00,0.003115745959803462,0.05301222577691078,Benign,0.998068630695343,0,0.0,Benign
2018-02-14 01:10:05,0.0032886499539017677,0.05291515588760376,Benign,0.9979523420333862,0,0.0,Benign
2018-02-14 01:10:10,0.0034112303983420134,0.052456751465797424,Benign,0.9979017972946167,0,0.0,Benign
2018-02-14 01:10:15,0.0034117538016289473,0.05350000783801079,Benign,0.9979058504104614,0,0.0,Benign
2018-02-14 01:10:20,0.003820122918114066,0.053114138543605804,Benign,0.9975926280021667,0,0.0,Benign
2018-02-14 01:10:25,0.0044805994257330894,0.054150473326444626,Benign,0.9971398115158081,0,0.0,Benign
2018-02-14 01:10:30,0.0043644472025334835,0.05284927412867546,Benign,0.9972510933876038,0,0.0,Benign
2018-02-14 01:10:35,0.0048524364829063416,0.0539458729326725,Benign,0.9969505071640015,0,0.0,Benign
2018-02-14 01:10:40,0.004595729988068342,0.05511938035488129,Benign,0.9971129894256592,0,0.0,Benign
2018-02-14 01:10:45,0.004382138606160879,0.053646523505449295,Benign,0.9972671270370483,0,0.0,Benign
2018-02-14 01:10:50,0.004073937889188528,0.051430366933345795,Benign,0.9975035786628723,0,0.0,Benign
2018-02-14 01:10:55,0.004085207358002663,0.05238862708210945,Benign,0.9975111484527588,0,0.0,Benign
2018-02-14 01:11:00,0.00477829622104764,0.05780263617634773,Benign,0.9971247315406799,0,0.0,Benign
2018-02-14 01:11:05,0.0045125847682356834,0.05665142834186554,Benign,0.9973570704460144,0,0.0,Benign
2018-02-14 01:11:10,0.004506469238549471,0.05704418197274208,Benign,0.9973604083061218,0,0.0,Benign
2018-02-14 01:11:15,0.0042872242629528046,0.05509176850318909,Benign,0.9974073767662048,0,0.0,Benign
2018-02-14 01:11:20,0.004397571552544832,0.0543707013130188,Benign,0.9973830580711365,0,0.0,Benign
2018-02-14 01:11:25,0.005004518665373325,0.05578833073377609,Benign,0.997042715549469,0,0.0,Benign
2018-02-14 01:11:30,0.005467505659908056,0.05542334169149399,Benign,0.9966733455657959,0,0.0,Benign
2018-02-14 01:11:35,0.006460210308432579,0.05787774920463562,Benign,0.9959803819656372,0,0.0,Benign
2018-02-14 01:11:40,0.006818808149546385,0.05973789840936661,Benign,0.9956492781639099,0,0.0,Benign
2018-02-14 01:11:45,0.006719834171235561,0.061792898923158646,Benign,0.9957492351531982,0,0.0,Benign
2018-02-14 01:11:50,0.006483088713139296,0.06312045454978943,Benign,0.995999813079834,0,0.0,Benign
2018-02-14 01:11:55,0.007447530515491962,0.06561890989542007,Benign,0.9953796863555908,0,0.0,Benign
2018-02-14 01:12:00,0.0073001994751393795,0.06375069916248322,Benign,0.995612621307373,0,0.0,Benign
2018-02-14 01:12:05,0.0067624798975884914,0.06152419000864029,Benign,0.9959750771522522,0,0.0,Benign
2018-02-14 01:12:10,0.007420321926474571,0.061684031039476395,Benign,0.9955275654792786,0,0.0,Benign
2018-02-14 01:12:15,0.00737245287746191,0.06076686084270477,Benign,0.9955049157142639,0,0.0,Benign
2018-02-14 01:12:20,0.007935973815619946,0.06258091330528259,Benign,0.9952096343040466,0,0.0,Benign
2018-02-14 01:12:25,0.007753812242299318,0.06072172522544861,Benign,0.9953609108924866,0,0.0,Benign
2018-02-14 01:12:30,0.0076256184838712215,0.06056348234415054,Benign,0.9955085515975952,0,0.0,Benign
2018-02-14 01:12:35,0.008853134699165821,0.06097269430756569,Benign,0.9948425889015198,0,0.0,Benign
2018-02-14 01:12:40,0.010457287542521954,0.0647449865937233,Benign,0.9938051700592041,0,0.0,Benign
2018-02-14 01:12:45,0.009500863961875439,0.06461161375045776,Benign,0.9943022727966309,0,0.0,Benign
2018-02-14 01:12:50,0.00873031746596098,0.06548962742090225,Benign,0.9944702386856079,0,0.0,Benign
2018-02-14 01:12:55,0.008233231492340565,0.06507140398025513,Benign,0.9948204755783081,0,0.0,Benign
2018-02-14 01:13:00,0.0076239085756242275,0.06337375193834305,Benign,0.9952989220619202,0,0.0,Benign
2018-02-14 01:13:05,0.008145296014845371,0.06751227378845215,Benign,0.9949786067008972,0,0.0,Benign
2018-02-14 01:13:10,0.007789877709001303,0.06865371018648148,Benign,0.9953522682189941,0,0.0,Benign
2018-02-14 01:13:15,0.007754902821034193,0.07020729035139084,Benign,0.9953849911689758,0,0.0,Benign
2018-02-14 01:13:20,0.0068901958875358105,0.06441840529441833,Benign,0.9959307312965393,0,0.0,Benign
2018-02-14 01:13:25,0.006570097524672747,0.06275329738855362,Benign,0.9961872696876526,0,0.0,Benign
2018-02-14 01:13:30,0.0060343691147863865,0.061815619468688965,Benign,0.9965382814407349,0,0.0,Benign
2018-02-14 01:13:35,0.005562571808695793,0.058478206396102905,Benign,0.9968125224113464,0,0.0,Benign
2018-02-14 01:13:40,0.0048779030330479145,0.057038988918066025,Benign,0.9971851706504822,0,0.0,Benign
2018-02-14 01:13:45,0.004460091236978769,0.057907186448574066,Benign,0.9973335266113281,0,0.0,Benign
2018-02-14 01:13:50,0.0041264561004936695,0.053880564868450165,Benign,0.9974808096885681,0,0.0,Benign
2018-02-14 01:13:55,0.0041068061254918575,0.053453508764505386,Benign,0.9975269436836243,0,0.0,Benign
2018-02-14 01:14:00,0.0037486532237380743,0.05521383509039879,Benign,0.9977273344993591,0,0.0,Benign
2018-02-14 01:14:05,0.003239547135308385,0.05285712704062462,Benign,0.998013973236084,0,0.0,Benign
2018-02-14 01:14:10,0.003037029644474387,0.05162700638175011,Benign,0.9981619715690613,0,0.0,Benign
2018-02-14 01:14:15,0.002833995735272765,0.051508739590644836,Benign,0.9982547163963318,0,0.0,Benign
2018-02-14 01:14:20,0.0024022518191486597,0.04895327240228653,Benign,0.9985417127609253,0,0.0,Benign
2018-02-14 01:14:25,0.0021877477411180735,0.04784475639462471,Benign,0.9986489415168762,0,0.0,Benign
2018-02-14 01:14:30,0.0021816103253513575,0.0475931316614151,Benign,0.9986332058906555,0,0.0,Benign
2018-02-14 01:14:35,0.0023476053029298782,0.046821221709251404,Benign,0.998508870601654,0,0.0,Benign
2018-02-14 01:14:40,0.002357904566451907,0.047640781849622726,Benign,0.9985210299491882,0,0.0,Benign
2018-02-14 01:14:45,0.0023670357186347246,0.04645475745201111,Benign,0.9984809756278992,0,0.0,Benign
2018-02-14 01:14:50,0.0023468537256121635,0.046457573771476746,Benign,0.9985117316246033,0,0.0,Benign
2018-02-14 01:14:55,0.002427423372864723,0.04573599621653557,Benign,0.998489499092102,0,0.0,Benign
2018-02-14 01:15:00,0.0023109917528927326,0.04611821845173836,Benign,0.9985610842704773,0,0.0,Benign
2018-02-14 01:15:05,0.002319468418136239,0.045993588864803314,Benign,0.998531699180603,0,0.0,Benign
2018-02-14 01:15:10,0.00228355685248971,0.04534939303994179,Benign,0.998539924621582,0,0.0,Benign
2018-02-14 01:15:15,0.0022302826400846243,0.04384854808449745,Benign,0.9985955357551575,0,0.0,Benign
2018-02-14 01:15:20,0.0021637247409671545,0.04223749414086342,Benign,0.9986538887023926,0,0.0,Benign
2018-02-14 01:15:25,0.0021734589245170355,0.044071219861507416,Benign,0.9986568689346313,0,0.0,Benign
2018-02-14 01:15:30,0.0020219848956912756,0.04193209484219551,Benign,0.9987534284591675,0,0.0,Benign
2018-02-14 01:15:35,0.0020974338985979557,0.042363494634628296,Benign,0.9986818432807922,0,0.0,Benign
2018-02-14 01:15:40,0.0021999727468937635,0.04164160043001175,Benign,0.9986237287521362,0,0.0,Benign
2018-02-14 01:15:45,0.0023365281522274017,0.04209626466035843,Benign,0.9985505938529968,0,0.0,Benign
2018-02-14 01:15:50,0.0023472532629966736,0.04322538897395134,Benign,0.9985430240631104,0,0.0,Benign
2018-02-14 01:15:55,0.0023565141018480062,0.0427236370742321,Benign,0.9985213875770569,0,0.0,Benign
2018-02-14 01:16:00,0.0023462041281163692,0.042630527168512344,Benign,0.9985252022743225,0,0.0,Benign
2018-02-14 01:16:05,0.002405485836789012,0.04459919407963753,Benign,0.9984806180000305,0,0.0,Benign
2018-02-14 01:16:10,0.0022631941828876734,0.0447961688041687,Benign,0.9986372590065002,0,0.0,Benign
2018-02-14 01:16:15,0.0022924551740288734,0.045186180621385574,Benign,0.9985621571540833,0,0.0,Benign
2018-02-14 01:16:20,0.002319819526746869,0.04333821311593056,Benign,0.9985346794128418,0,0.0,Benign
2018-02-14 01:16:25,0.0024115398991853,0.04355752468109131,Benign,0.9984595775604248,0,0.0,Benign
2018-02-14 01:16:30,0.0025804222095757723,0.04377491772174835,Benign,0.998391330242157,0,0.0,Benign
2018-02-14 01:16:35,0.0025817209389060736,0.044375449419021606,Benign,0.9984109401702881,0,0.0,Benign
2018-02-14 01:16:40,0.00252493005245924,0.04328998550772667,Benign,0.9984886646270752,0,0.0,Benign
2018-02-14 01:16:45,0.002728678286075592,0.04278163984417915,Benign,0.9983129501342773,0,0.0,Benign
2018-02-14 01:16:50,0.003250405192375183,0.0448770746588707,Benign,0.9979351758956909,0,0.0,Benign
2018-02-14 01:16:55,0.003665435593575239,0.0469757616519928,Benign,0.9976551532745361,0,0.0,Benign
2018-02-14 01:17:00,0.0039339251816272736,0.0499100498855114,Benign,0.9975368976593018,0,0.0,Benign
2018-02-14 01:17:05,0.004499718546867371,0.051520172506570816,Benign,0.9972398281097412,0,0.0,Benign
2018-02-14 01:17:10,0.005964921321719885,0.05775153636932373,Benign,0.996364414691925,0,0.0,Benign
2018-02-14 01:17:15,0.007028744090348482,0.059343624860048294,Benign,0.9958053827285767,0,0.0,Benign
2018-02-14 01:17:20,0.008845598436892033,0.06522206217050552,Benign,0.9947929978370667,0,0.0,Benign
2018-02-14 01:17:25,0.010607787407934666,0.06700138002634048,Benign,0.993876039981842,0,0.0,Benign
2018-02-14 01:17:30,0.014392059296369553,0.07482729852199554,Benign,0.9921126365661621,0,0.0,Benign
2018-02-14 01:17:35,0.014280677773058414,0.072889544069767,Benign,0.9923821091651917,0,0.0,Benign
2018-02-14 01:17:40,0.015402494929730892,0.07103466987609863,Benign,0.9922387003898621,0,0.0,Benign
2018-02-14 01:17:45,0.014607670716941357,0.06660043448209763,Benign,0.9929317235946655,0,0.0,Benign
2018-02-14 01:17:50,0.014345597475767136,0.06337851285934448,Benign,0.9932742118835449,0,0.0,Benign
2018-02-14 01:17:55,0.013160858303308487,0.06235390901565552,Benign,0.9939321875572205,0,0.0,Benign
2018-02-14 01:18:00,0.010618102736771107,0.05729183927178383,Benign,0.9950952529907227,0,0.0,Benign
2018-02-14 01:18:05,0.00908568874001503,0.05472300201654434,Benign,0.9956670999526978,0,0.0,Benign
2018-02-14 01:18:10,0.007948989979922771,0.05344007536768913,Benign,0.9960970282554626,0,0.0,Benign
2018-02-14 01:18:15,0.007588989567011595,0.05403044819831848,Benign,0.9961523413658142,0,0.0,Benign
2018-02-14 01:18:20,0.006593414582312107,0.05432485044002533,Benign,0.9963639378547668,0,0.0,Benign
2018-02-14 01:18:25,0.005838554818183184,0.05343884602189064,Benign,0.9965856075286865,0,0.0,Benign
2018-02-14 01:18:30,0.005092036444693804,0.05362897366285324,Benign,0.9969582557678223,0,0.0,Benign
2018-02-14 01:18:35,0.004256702493876219,0.05123718082904816,Benign,0.9974133372306824,0,0.0,Benign
2018-02-14 01:18:40,0.003907985053956509,0.05030469596385956,Benign,0.9976123571395874,0,0.0,Benign
2018-02-14 01:18:45,0.003561980789527297,0.05011007934808731,Benign,0.997829020023346,0,0.0,Benign
2018-02-14 01:18:50,0.0031341861467808485,0.047956883907318115,Benign,0.9981188178062439,0,0.0,Benign
2018-02-14 01:18:55,0.002892379881814122,0.04864960163831711,Benign,0.9982426166534424,0,0.0,Benign
2018-02-14 01:19:00,0.0025946481619030237,0.048337604850530624,Benign,0.9984435439109802,0,0.0,Benign
2018-02-14 01:19:05,0.0023285718634724617,0.04746430367231369,Benign,0.9986017346382141,0,0.0,Benign
2018-02-14 01:19:10,0.0021952122915536165,0.04798203334212303,Benign,0.9986467957496643,0,0.0,Benign
2018-02-14 01:19:15,0.0021910881623625755,0.0482482835650444,Benign,0.9986271858215332,0,0.0,Benign
2018-02-14 01:19:20,0.0020771280396729708,0.04848149046301842,Benign,0.9987163543701172,0,0.0,Benign
2018-02-14 01:19:25,0.0019076885655522346,0.04759017378091812,Benign,0.9988449811935425,0,0.0,Benign
2018-02-14 01:19:30,0.001851635635830462,0.04778403043746948,Benign,0.9988566637039185,0,0.0,Benign
2018-02-14 01:19:35,0.0018796909134835005,0.04660790041089058,Benign,0.9988068342208862,0,0.0,Benign
2018-02-14 01:19:40,0.0018727186834439635,0.045881982892751694,Benign,0.9988389611244202,0,0.0,Benign
2018-02-14 01:19:45,0.0018772664479911327,0.046620361506938934,Benign,0.9988216757774353,0,0.0,Benign
2018-02-14 01:19:50,0.001853788853622973,0.04737510159611702,Benign,0.9988399147987366,0,0.0,Benign
2018-02-14 01:19:55,0.001871163141913712,0.046152111142873764,Benign,0.998796820640564,0,0.0,Benign
2018-02-14 01:20:00,0.0019745465833693743,0.0461687371134758,Benign,0.9987183809280396,0,0.0,Benign
2018-02-14 01:20:05,0.002056808676570654,0.0462227389216423,Benign,0.9986594915390015,0,0.0,Benign
2018-02-14 01:20:10,0.0023214288521558046,0.048222728073596954,Benign,0.9984645843505859,0,0.0,Benign
2018-02-14 01:20:15,0.0024358031805604696,0.048170316964387894,Benign,0.9983830451965332,0,0.0,Benign
2018-02-14 01:20:20,0.002577722305431962,0.048146311193704605,Benign,0.9982808828353882,0,0.0,Benign
2018-02-14 01:20:25,0.0026792320422828197,0.048057541251182556,Benign,0.9982383251190186,0,0.0,Benign
2018-02-14 01:20:30,0.0029350719414651394,0.048947375267744064,Benign,0.9980588555335999,0,0.0,Benign
2018-02-14 01:20:35,0.003520773956552148,0.051415104418992996,Benign,0.9977140426635742,0,0.0,Benign
2018-02-14 01:20:40,0.00381878181360662,0.05168364942073822,Benign,0.9976089000701904,0,0.0,Benign
2018-02-14 01:20:45,0.004476947244256735,0.054346002638339996,Benign,0.9971835017204285,0,0.0,Benign
2018-02-14 01:20:50,0.005195398349314928,0.057172659784555435,Benign,0.9967003464698792,0,0.0,Benign
2018-02-14 01:20:55,0.005483386106789112,0.05735604465007782,Benign,0.9965724945068359,0,0.0,Benign
2018-02-14 01:21:00,0.006814366672188044,0.06252286583185196,Benign,0.995786726474762,0,0.0,Benign
2018-02-14 01:21:05,0.008716083131730556,0.06677864491939545,Benign,0.9947383999824524,0,0.0,Benign
2018-02-14 01:21:10,0.011193610727787018,0.0722014307975769,Benign,0.9934099316596985,0,0.0,Benign
2018-02-14 01:21:15,0.012880541384220123,0.07567745447158813,Benign,0.9922713041305542,0,0.0,Benign
2018-02-14 01:21:20,0.013258013874292374,0.07775624096393585,Benign,0.9919213056564331,0,0.0,Benign
2018-02-14 01:21:25,0.014827023260295391,0.0824834406375885,Benign,0.9904926419258118,0,0.0,Benign
2018-02-14 01:21:30,0.016940930858254433,0.08676103502511978,Benign,0.9893984794616699,0,0.0,Benign
